GOLD Annotated?	Index	Sentence	Entity	Character Offsets	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score
	435	Regional maize production was over 10 percent above average, resulting in ample market supplies in the region s main production zones (the central and eastern marketing basins).	supplies	Interval(87, 95)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/	0.81217253	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	1.0000002	wm_compositional/process/economic/	0.5867855	None	None
	435	Regional maize production was over 10 percent above average, resulting in ample market supplies in the region s main production zones (the central and eastern marketing basins).	main production	Interval(112, 127)	wm/concept/causal_factor/access/infrastructure_access/road_access	0.5474883	wm_compositional/concept/causal_factor/agriculture/crop	0.76443726	wm_compositional/process/economic/	0.5249339	None	None
	436	In response to deteriorating food security conditions in 2011, the USG, other international donors, and relief agencies rapidly scaled up humanitarian assistance to affected areas of Djibouti, Ethiopia, Kenya, and Somalia.	the USG, other international donors, and relief agencies	Interval(63, 119)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.7200622	wm_compositional/concept/causal_factor/social_and_political/government/	0.62865967	None	None	None	None
	436	In response to deteriorating food security conditions in 2011, the USG, other international donors, and relief agencies rapidly scaled up humanitarian assistance to affected areas of Djibouti, Ethiopia, Kenya, and Somalia.	humanitarian assistance	Interval(138, 161)	wm/concept/causal_factor/movement/evacuate_humanitarian_workers	0.7790914	wm_compositional/concept/causal_factor/intervention/humanitarian assistance	0.7837395	wm_compositional/process/environment/	0.5346393	None	None
	437	KEY DEVELOPMENTS Below-average rainfall, significantly reduced agricultural harvests, and overall limited access to food are exacerbating food insecurity, adversely affecting access to water and pasture for livestock, and generating significant needs in drought-affected areas in the Horn of Africa region, particularly in Ethiopia, Kenya, and Somalia.	agricultural harvests	Interval(63, 84)	wm/concept/causal_factor/agriculture/	0.79089224	wm_compositional/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	0.5443905	wm_compositional/process/agriculture/harvesting	0.7801106	None	None
	437	KEY DEVELOPMENTS Below-average rainfall, significantly reduced agricultural harvests, and overall limited access to food are exacerbating food insecurity, adversely affecting access to water and pasture for livestock, and generating significant needs in drought-affected areas in the Horn of Africa region, particularly in Ethiopia, Kenya, and Somalia.	overall limited access	Interval(90, 112)	wm/concept/causal_factor/access/market_access	0.7618165	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/access/	0.9999998	None	None
	438	Mixed teff prices declined by up to five percent while sorghum prices remained stable and or declined by up to 18 percent across most reference markets due increased supply from the recent harvest.	markets	Interval(144, 151)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	1.0000002	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	0.8683015	wm_compositional/process/economic/	0.6246313	None	None
	438	Mixed teff prices declined by up to five percent while sorghum prices remained stable and or declined by up to 18 percent across most reference markets due increased supply from the recent harvest.	supply	Interval(166, 172)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/	1.0	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide food	0.61419916	wm_compositional/process/economic/consumption	0.6010365	wm_compositional/property/supply	1.0
	439	The East African Power Pool that plans to interconnect Ethiopia, Kenya, Tanzania, Sudan and Uganda with extensions to Zambia in the south and Egypt in the north is already in action with the Gadarif Galabat electric transmission line supplying 100 MW of electricity from Ethiopia since 2012; while Kenya and Djibouti are currently buying 60 MW and 35 MW respectively, according to Ethiopia's state run power utility.	according to Ethiopia's state run power utility	Interval(368, 415)	wm/concept/causal_factor/access/infrastructure_access/electrical	0.7516885	wm_compositional/concept/causal_factor/infrastructure/electrical	0.701375	None	None	None	None
	439	The East African Power Pool that plans to interconnect Ethiopia, Kenya, Tanzania, Sudan and Uganda with extensions to Zambia in the south and Egypt in the north is already in action with the Gadarif Galabat electric transmission line supplying 100 MW of electricity from Ethiopia since 2012; while Kenya and Djibouti are currently buying 60 MW and 35 MW respectively, according to Ethiopia's state run power utility.	according to Ethiopia's state run power utility	Interval(368, 415)	wm/concept/causal_factor/access/infrastructure_access/electrical	0.7516885	wm_compositional/concept/causal_factor/infrastructure/electrical	0.701375	None	None	None	None
	440	The Chief Minister has also praised Ethiopian PM's initiative of creating Agriculture Promotion Council that has boosted agricultural productivity in Ethiopia.	Agriculture Promotion Council that has boosted agricultural productivity in Ethiopia	Interval(74, 158)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/food_demand	0.7674948	wm_compositional/concept/causal_factor/agriculture/	1.0000002	wm_compositional/process/agriculture/	1.0000002	None	None
	440	The Chief Minister has also praised Ethiopian PM's initiative of creating Agriculture Promotion Council that has boosted agricultural productivity in Ethiopia.	agricultural productivity	Interval(121, 146)	wm/concept/causal_factor/agriculture/	0.7919441	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/livelihood	0.55804235	wm_compositional/process/management/	0.5362918	None	None
	441	GIZ NQI Programme Manager Ulrich Plein said that reforms have also raised the awareness of Ethiopian consumers with regard to relevance of nationwide standards and quality labels .	reforms	Interval(49, 56)	wm/concept/causal_factor/interventions/institutional_support/prison_system_reform	0.88656145	wm_compositional/concept/causal_factor/social_and_political/government/regulation	0.6608893	wm_compositional/process/economic/	0.64515054	None	None
	441	GIZ NQI Programme Manager Ulrich Plein said that reforms have also raised the awareness of Ethiopian consumers with regard to relevance of nationwide standards and quality labels .	Programme Manager Ulrich Plein said that reforms have also raised the awareness of Ethiopian consumers with regard to relevance of nationwide standards and quality labels .	Interval(8, 180)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/public_health_information_campaign	0.8163204	None	None	None	None	None	None
