GOLD Annotated?	Index	Sentence	Entity	Character Offsets	Cause/Effect	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score	Notes	Total annotated:	80
	504	Significant differences were observed across the four tabias in both seasons due to differences in farming activities related to farm land size , water availability , livestock ownership , and off / non-farm job opportunities , which are influenced by proximity to urban centres .	differences in farming activities related to farm land size	(84,143)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/livelihood/farming	0.7520104	wm/concept/causal_factor/social_and_political/conflict/	0.5584188	wm/process/conflict/	0.5584188	None	None			
	504	Significant differences were observed across the four tabias in both seasons due to differences in farming activities related to farm land size , water availability , livestock ownership , and off / non-farm job opportunities , which are influenced by proximity to urban centres .	four tabias in both seasons	(49,76)	effect	wm/concept/time/temporal/season	0.8719877	None	None	None	None	None	None			
	505	In the ensuing hours , Ethiopian troops and allied militias arrested a number of people , including a teacher in Beletweyne , Abdirahman Muhumed-Nur Abdulle , known as `` Matan .	allied militias	(44,59)	cause	wm/concept/causal_factor/social_and_political/conflict/war	0.74284834	wm/concept/causal_factor/social_and_political/conflict/hostility	0.621962	None	None	None	None			
	506	According to the provision of the directive, banks that are operating in the market are to meet the thresholds within five years, until June 2016.	to the provision of the directive, banks that are operating in the market are to meet the thresholds within five years, until June 2016	(10,145)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/provision_of_credit_and_training_for_income_generation	0.8035179	wm/concept/causal_factor/health_and_life/basic_needs	0.5986881	None	None	None	None			
	506	According to the provision of the directive, banks that are operating in the market are to meet the thresholds within five years, until June 2016.	the market	(73,83)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	1.0000002	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	1.0000002	wm/process/economic/	0.5867855	None	None			
	507	Overall, for all parties involved, stronger WTO disciplines may act as a coordinating device to avoid self-defeating beggar-thy-neighbor policies in which all countries exacerbate the price spike and price volatility by trying simultaneously to insulate their own domestic market (Martin and Anderson 2011).	self-defeating beggar-thy-neighbor policies	(102,145)	cause	wm/concept/causal_factor/social_and_political/government/regulation	0.86624277	wm/concept/causal_factor/social_and_political/government/regulation	0.7569061	wm/process/economic/	0.61538327	None	None			
	507	Overall, for all parties involved, stronger WTO disciplines may act as a coordinating device to avoid self-defeating beggar-thy-neighbor policies in which all countries exacerbate the price spike and price volatility by trying simultaneously to insulate their own domestic market (Martin and Anderson 2011).	the price	(180,189)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.9282232	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.5476427	None	None	wm/property/price	1.0			
	508	Although improved livestock body conditions and producitivity have improved household income from the sale of livestock and related product, income form this source is not sufficient to fully supplement household needs in terms of income and food access.	conditions	(33,43)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/weather_issue/cold_temperature	0.6549936	wm/concept/causal_factor/agriculture/livestock	0.90724725	wm/process/agriculture/	0.6849187	None	None			
	508	Although improved livestock body conditions and producitivity have improved household income from the sale of livestock and related product, income form this source is not sufficient to fully supplement household needs in terms of income and food access.	income	(86,92)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/farmer_income	0.86619836	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue	0.87888277	wm/process/economic/depreciation	0.57280904	None	None			
	509	Agriculture and Food Security, Economic Recovery and Market Systems, Health, Humanitarian Coordination and Information Management, Logistics Support and Relief Commodities, Nutrition, Risk Management Policy and Practice, WASH Countrywide $76,805,243	Policy and Practice	(200,219)	cause	wm/concept/causal_factor/social_and_political/government/regulation	0.8086007	wm/concept/causal_factor/social_and_political/education/education	0.5319528	wm/process/training	0.6295236	None	None			
	509	Agriculture and Food Security, Economic Recovery and Market Systems, Health, Humanitarian Coordination and Information Management, Logistics Support and Relief Commodities, Nutrition, Risk Management Policy and Practice, WASH Countrywide $76,805,243	Risk Management Policy and Practice, WASH	(184,225)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/clinical_management_of_sexual_violence	0.7785713	wm/concept/causal_factor/social_and_political/education/education	0.5319528	wm/process/training	0.6295236	None	None			
	510	The Special Envoys urged the Parties to fully cooperate with the MVM and abide by the Cessation of Hostilities Agreement , show their political will and commitment to end the war ; and facilitate and support the smooth operation of humanitarian assistance .	war	(175,178)	effect	wm/concept/causal_factor/social_and_political/conflict/war	0.8545269	wm/concept/causal_factor/social_and_political/conflict/war	0.7827287	wm/process/conflict/	0.67472166	None	None			
	511	* International wheat prices fell in most markets due to ample supply and favorable prospects for the 2017 harvest , despite concerns of less than ideal weather conditions for some major producers in the northern hemisphere .	ample supply	(57,69)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/	0.83687395	wm/concept/causal_factor/intervention/provision of goods and services/provide food	0.61419916	wm/process/management/storage	0.5279406	wm/property/supply	1.0			
	512	IGAD 's consultations with the African Union and United Nations implies that the region has to lead the way for a concerted effort to bring forward the dialogue to solve South Sudan 's problem .	way for a concerted effort to bring forward the dialogue	(104,160)	effect	wm/concept/causal_factor/interventions/peacekeeping_and_security/conflict_mediation_and_political_dialogue	0.7994463	wm/concept/causal_factor/intervention/institutional support/protection/capacity building human right	0.67564964	wm/process/migration/immigration	0.5742893	None	None			
	513	At least eight people have been killed in the violence in the English speaking Cameroon regions, according to the government, although human rights watchdog Amnesty International says the death toll has reached 17.	the violence	(42,54)	cause	wm/concept/causal_factor/social_and_political/conflict/hostility	0.7785967	wm/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm/process/conflict/	0.67452973	None	None			
